match_id,competition,team,sub_minute,score_diff,is_home,time_remaining,sub_sequence,game_phase,position_name,position_group,team_xg_prev15,opp_xg_prev15,xg_diff_prev15,shots_prev15,passes_prev15,pressures_prev15,team_xg_next15,opp_xg_next15,xg_diff_next15,impact_score,impact_label,game_phase_enc,position_group_enc
3838017,Ligue 1 2022/2023,Paris Saint-Germain,57,0,1,33,2,31-60,Left Defensive Midfield,MF,0.3975,0.8299,-0.4324,4,88,28,0.0341,0.6906,-0.6565,-0.2241,Negative,1,1
3838017,Ligue 1 2022/2023,Clermont Foot,69,1,0,21,2,61-75,Right Defensive Midfield,MF,0.6906,0.0823,0.6083,3,75,39,0.0,0.0468,-0.0468,-0.6551,Negative,2,1
3838017,Ligue 1 2022/2023,Clermont Foot,69,1,0,21,3,61-75,Right Attacking Midfield,MF,0.6906,0.0823,0.6083,3,75,39,0.0,0.0468,-0.0468,-0.6551,Negative,2,1
3838017,Ligue 1 2022/2023,Paris Saint-Germain,80,-1,1,10,3,76-90+,Goalkeeper,GK,0.0,0.2227,-0.2227,0,106,24,0.1049,0.0,0.1049,0.3276,Positive,3,3
3838017,Ligue 1 2022/2023,Paris Saint-Germain,80,-1,1,10,4,76-90+,Left Center Back,DF,0.0,0.2227,-0.2227,0,106,24,0.1049,0.0,0.1049,0.3276,Positive,3,2
3838017,Ligue 1 2022/2023,Clermont Foot,83,1,0,7,4,76-90+,Center Forward,FW,0.0,0.0468,-0.0468,0,76,22,0.0,0.0582,-0.0582,-0.0114,Neutral,3,0
3837987,Ligue 1 2022/2023,AC Ajaccio,62,-4,0,28,1,61-75,Left Center Midfield,MF,0.1109,0.1849,-0.074,3,67,47,0.0783,0.0754,0.0029,0.0769,Neutral,2,1
3837987,Ligue 1 2022/2023,AC Ajaccio,63,-4,0,27,2,61-75,Right Wing,FW,0.1109,0.1849,-0.074,3,60,46,0.0783,0.0754,0.0029,0.0769,Neutral,2,0
3837987,Ligue 1 2022/2023,Paris Saint-Germain,63,4,1,27,1,61-75,Left Defensive Midfield,MF,0.1849,0.1109,0.074,2,136,23,0.0754,0.0783,-0.0029,-0.0769,Neutral,2,1
3837987,Ligue 1 2022/2023,Paris Saint-Germain,63,4,1,27,2,61-75,Right Defensive Midfield,MF,0.1849,0.1109,0.074,2,136,23,0.0754,0.0783,-0.0029,-0.0769,Neutral,2,1
3837987,Ligue 1 2022/2023,AC Ajaccio,63,-4,0,27,3,61-75,Center Forward,FW,0.1109,0.1849,-0.074,3,60,46,0.0783,0.0754,0.0029,0.0769,Neutral,2,0
3837987,Ligue 1 2022/2023,Paris Saint-Germain,69,4,1,21,3,61-75,Left Center Back,DF,0.0216,0.1048,-0.0832,1,139,20,0.0754,0.0189,0.0565,0.1397,Positive,2,2
3837987,Ligue 1 2022/2023,AC Ajaccio,70,-4,0,20,4,61-75,Left Back,DF,0.1048,0.0216,0.0832,2,57,47,0.0189,0.0754,-0.0565,-0.1397,Negative,2,2
3837987,Ligue 1 2022/2023,AC Ajaccio,82,-4,0,8,5,76-90+,Left Defensive Midfield,MF,0.0189,0.0754,-0.0565,1,29,39,0.0586,0.1432,-0.0846,-0.0281,Neutral,3,1
3837987,Ligue 1 2022/2023,Paris Saint-Germain,82,4,1,8,4,76-90+,Center Forward,FW,0.0754,0.0189,0.0565,1,105,8,0.1432,0.0586,0.0846,0.0281,Neutral,3,0
3837987,Ligue 1 2022/2023,Paris Saint-Germain,82,4,1,8,5,76-90+,Left Wing Back,FW,0.0754,0.0189,0.0565,1,105,8,0.1432,0.0586,0.0846,0.0281,Neutral,3,0
3837928,Ligue 1 2022/2023,Lyon,22,0,0,68,1,0-30,Left Center Forward,FW,0.183,0.2082,-0.0252,2,88,42,0.0505,0.0,0.0505,0.0757,Neutral,0,0
3837928,Ligue 1 2022/2023,Paris Saint-Germain,59,-1,1,31,1,31-60,Center Defensive Midfield,MF,0.4354,0.4435,-0.0081,6,154,32,0.0559,0.3677,-0.3118,-0.3037,Negative,1,1
3837928,Ligue 1 2022/2023,Paris Saint-Germain,59,-1,1,31,2,31-60,Left Center Back,DF,0.4354,0.4435,-0.0081,6,154,32,0.0559,0.3677,-0.3118,-0.3037,Negative,1,2
3837928,Ligue 1 2022/2023,Lyon,61,1,0,29,2,61-75,Right Defensive Midfield,MF,0.4435,0.3528,0.0907,3,52,74,0.3677,0.0808,0.2869,0.1962,Positive,2,1
3837928,Ligue 1 2022/2023,Lyon,61,1,0,29,3,61-75,Right Wing Back,FW,0.4435,0.3528,0.0907,3,52,74,0.3677,0.0808,0.2869,0.1962,Positive,2,0
3837928,Ligue 1 2022/2023,Lyon,68,1,0,22,4,61-75,Center Attacking Midfield,MF,0.5329,0.3164,0.2165,3,57,67,0.2527,0.1538,0.0989,-0.1176,Negative,2,1
3837928,Ligue 1 2022/2023,Lyon,68,1,0,22,5,61-75,Right Center Forward,FW,0.5329,0.3164,0.2165,3,57,67,0.2527,0.1538,0.0989,-0.1176,Negative,2,0
3837928,Ligue 1 2022/2023,Paris Saint-Germain,73,-1,1,17,3,61-75,Center Defensive Midfield,MF,0.3722,0.3677,0.0045,3,122,34,0.1304,0.0,0.1304,0.1259,Positive,2,1
3837928,Ligue 1 2022/2023,Paris Saint-Germain,82,-1,1,8,4,76-90+,Center Attacking Midfield,MF,0.1538,0.2527,-0.0989,4,121,47,0.144,0.0,0.144,0.2429,Positive,3,1
3837918,Ligue 1 2022/2023,Rennes,4,0,0,86,1,0-30,Left Wing Back,FW,0.0,0.0,0.0,0,7,10,0.156,0.0969,0.0591,0.0591,Neutral,0,0
3837918,Ligue 1 2022/2023,Paris Saint-Germain,45,-1,1,45,1,31-60,Right Wing Back,FW,0.3692,0.124,0.2452,3,92,28,0.2691,0.5227,-0.2536,-0.4988,Negative,1,0
3837918,Ligue 1 2022/2023,Paris Saint-Germain,55,-2,1,35,2,31-60,Right Center Back,DF,0.2075,0.6466,-0.4391,2,131,16,0.117,0.1519,-0.0349,0.4042,Positive,1,2
3837918,Ligue 1 2022/2023,Paris Saint-Germain,55,-2,1,35,3,31-60,Left Center Midfield,MF,0.2075,0.6466,-0.4391,2,131,16,0.117,0.1519,-0.0349,0.4042,Positive,1,1
3837918,Ligue 1 2022/2023,Rennes,70,2,0,20,2,61-75,Right Wing,FW,0.1519,0.117,0.0349,2,86,34,0.3279,0.2922,0.0357,0.0008,Neutral,2,0
3837918,Ligue 1 2022/2023,Rennes,77,2,0,13,3,76-90+,Left Defensive Midfield,MF,0.377,0.1643,0.2127,4,94,24,0.1028,0.2111,-0.1083,-0.321,Negative,3,1
3837918,Ligue 1 2022/2023,Rennes,77,2,0,13,4,76-90+,Right Wing Back,FW,0.377,0.1643,0.2127,4,94,24,0.1028,0.2111,-0.1083,-0.321,Negative,3,0
3837918,Ligue 1 2022/2023,Rennes,78,2,0,12,5,76-90+,Center Forward,FW,0.377,0.1643,0.2127,4,94,19,0.1028,0.2111,-0.1083,-0.321,Negative,3,0
3837902,Ligue 1 2022/2023,Stade Brestois,66,0,1,24,1,61-75,Center Forward,FW,0.0758,0.5016,-0.4258,1,76,50,0.0222,0.3557,-0.3335,0.0923,Neutral,2,0
3837902,Ligue 1 2022/2023,Paris Saint-Germain,74,0,0,16,1,61-75,Right Back,DF,0.6213,0.0222,0.5991,5,85,19,0.1679,0.0175,0.1504,-0.4487,Negative,2,2
3837902,Ligue 1 2022/2023,Paris Saint-Germain,74,0,0,16,2,61-75,Left Center Midfield,MF,0.6213,0.0222,0.5991,5,85,19,0.1679,0.0175,0.1504,-0.4487,Negative,2,1
3837902,Ligue 1 2022/2023,Stade Brestois,75,0,1,15,2,61-75,Left Midfield,MF,0.0222,0.6213,-0.5991,1,79,37,0.0175,1.0558,-1.0383,-0.4392,Negative,2,1
3837902,Ligue 1 2022/2023,Paris Saint-Germain,80,0,0,10,3,76-90+,Right Center Midfield,MF,0.3557,0.0222,0.3335,4,59,18,0.888,0.0175,0.8705,0.537,Positive,3,1
3837902,Ligue 1 2022/2023,Stade Brestois,80,0,1,10,3,76-90+,Right Back,DF,0.0222,0.3557,-0.3335,1,55,24,0.0175,0.888,-0.8705,-0.537,Negative,3,2
3837885,Ligue 1 2022/2023,Paris Saint-Germain,15,0,0,75,1,0-30,Left Center Back,DF,0.0615,0.1047,-0.0432,2,72,28,0.9625,0.2031,0.7594,0.8026,Positive,0,2
3837885,Ligue 1 2022/2023,Paris Saint-Germain,60,3,0,30,2,31-60,Right Wing Back,FW,0.3629,0.2164,0.1465,3,87,28,0.0,0.357,-0.357,-0.5035,Negative,1,0
3837885,Ligue 1 2022/2023,Olympique de Marseille,65,-3,1,25,1,61-75,Right Center Back,DF,0.3539,0.3629,-0.009,3,58,43,0.2118,0.0,0.2118,0.2208,Positive,2,2
3837885,Ligue 1 2022/2023,Paris Saint-Germain,75,3,0,15,3,61-75,Left Wing Back,FW,0.0,0.357,-0.357,0,88,31,0.0,0.6795,-0.6795,-0.3225,Negative,2,0
3837885,Ligue 1 2022/2023,Olympique de Marseille,80,-3,1,10,2,76-90+,Left Center Midfield,MF,0.2118,0.0,0.2118,3,104,24,0.4917,0.0323,0.4594,0.2476,Positive,3,1
3837885,Ligue 1 2022/2023,Olympique de Marseille,80,-3,1,10,3,76-90+,Left Center Forward,FW,0.2118,0.0,0.2118,3,104,24,0.4917,0.0323,0.4594,0.2476,Positive,3,0
3837885,Ligue 1 2022/2023,Olympique de Marseille,80,-3,1,10,4,76-90+,Right Center Forward,FW,0.2118,0.0,0.2118,3,104,24,0.4917,0.0323,0.4594,0.2476,Positive,3,0
3837876,Ligue 1 2022/2023,Lille,13,-1,0,77,1,0-30,Right Center Back,DF,0.6276,0.4063,0.2213,3,64,30,0.3393,0.3073,0.032,-0.1893,Negative,0,2
3837876,Ligue 1 2022/2023,Paris Saint-Germain,30,1,1,60,1,0-30,Left Back,DF,0.3073,0.3393,-0.032,1,80,27,0.0,0.3001,-0.3001,-0.2681,Negative,0,2
3837876,Ligue 1 2022/2023,Paris Saint-Germain,50,1,1,40,2,31-60,Center Attacking Midfield,MF,0.0815,0.3075,-0.226,1,66,39,0.1324,0.7835,-0.6511,-0.4251,Negative,1,1
3837876,Ligue 1 2022/2023,Lille,65,0,0,25,2,61-75,Right Back,DF,0.7835,0.1324,0.6511,1,84,28,0.1239,0.0324,0.0915,-0.5596,Negative,2,2
3837876,Ligue 1 2022/2023,Paris Saint-Germain,74,-1,1,16,3,61-75,Left Center Midfield,MF,0.1302,0.1239,0.0063,2,71,26,0.2194,0.0038,0.2156,0.2093,Positive,2,1
3837876,Ligue 1 2022/2023,Paris Saint-Germain,74,-1,1,16,4,61-75,Right Center Midfield,MF,0.1302,0.1239,0.0063,2,71,26,0.2194,0.0038,0.2156,0.2093,Positive,2,1
3837876,Ligue 1 2022/2023,Paris Saint-Germain,74,-1,1,16,5,61-75,Right Back,DF,0.1302,0.1239,0.0063,2,71,26,0.2194,0.0038,0.2156,0.2093,Positive,2,2
3837839,Ligue 1 2022/2023,Paris Saint-Germain,45,0,1,45,1,31-60,Right Defensive Midfield,MF,0.0,0.1063,-0.1063,0,158,25,0.795,0.0328,0.7622,0.8685,Positive,1,1
3837839,Ligue 1 2022/2023,Paris Saint-Germain,62,1,1,28,2,61-75,Right Center Midfield,MF,0.96,0.0328,0.9272,4,74,21,0.3042,0.102,0.2022,-0.725,Negative,2,1
3837839,Ligue 1 2022/2023,Paris Saint-Germain,67,1,1,23,3,61-75,Right Center Midfield,MF,0.5428,0.0328,0.51,3,54,20,0.047,0.102,-0.055,-0.565,Negative,2,1
3837839,Ligue 1 2022/2023,Stade de Reims,74,-1,0,16,1,61-75,Left Midfield,MF,0.0759,0.5428,-0.4669,2,81,23,0.2169,0.332,-0.1151,0.3518,Positive,2,1
3837839,Ligue 1 2022/2023,Stade de Reims,74,-1,0,16,2,61-75,Right Center Midfield,MF,0.0759,0.5428,-0.4669,2,81,23,0.2169,0.332,-0.1151,0.3518,Positive,2,1
3837839,Ligue 1 2022/2023,Stade de Reims,82,-1,0,8,3,76-90+,Right Midfield,MF,0.102,0.047,0.055,2,66,38,0.8708,0.2849,0.5859,0.5309,Positive,3,1
3837839,Ligue 1 2022/2023,Stade de Reims,82,-1,0,8,4,76-90+,Left Center Midfield,MF,0.102,0.047,0.055,2,66,38,0.8708,0.2849,0.5859,0.5309,Positive,3,1
3837839,Ligue 1 2022/2023,Paris Saint-Germain,83,1,1,7,4,76-90+,Left Center Midfield,MF,0.332,0.102,0.23,3,112,8,0.0,0.8708,-0.8708,-1.1008,Negative,3,1
3837827,Ligue 1 2022/2023,Paris Saint-Germain,55,0,0,35,1,31-60,Center Forward,FW,0.2403,0.0,0.2403,3,98,29,0.6033,0.1757,0.4276,0.1873,Positive,1,0
3837827,Ligue 1 2022/2023,Paris Saint-Germain,55,0,0,35,2,31-60,Right Wing Back,FW,0.2403,0.0,0.2403,3,98,29,0.6033,0.1757,0.4276,0.1873,Positive,1,0
3837827,Ligue 1 2022/2023,Rennes,67,1,1,23,1,61-75,Right Wing,FW,0.1757,0.0,0.1757,3,55,16,0.0,0.6414,-0.6414,-0.8171,Negative,2,0
3837827,Ligue 1 2022/2023,Paris Saint-Germain,71,-1,0,19,3,61-75,Right Defensive Midfield,MF,0.6033,0.1484,0.4549,1,99,21,0.0896,0.0,0.0896,-0.3653,Negative,2,1
3837827,Ligue 1 2022/2023,Paris Saint-Germain,71,-1,0,19,4,61-75,Left Defensive Midfield,MF,0.6033,0.1484,0.4549,1,99,21,0.0896,0.0,0.0896,-0.3653,Negative,2,1
3837827,Ligue 1 2022/2023,Rennes,74,1,1,16,2,61-75,Center Forward,FW,0.0622,0.6033,-0.5411,1,64,26,0.0,0.0896,-0.0896,0.4515,Positive,2,0
3837827,Ligue 1 2022/2023,Rennes,75,1,1,15,3,61-75,Left Wing Back,FW,0.0622,0.6033,-0.5411,1,62,24,0.0,0.0896,-0.0896,0.4515,Positive,2,0
3837827,Ligue 1 2022/2023,Paris Saint-Germain,82,-1,0,8,5,76-90+,Center Defensive Midfield,MF,0.6414,0.0,0.6414,2,96,24,0.0515,0.1041,-0.0526,-0.694,Negative,3,1
3837818,Ligue 1 2022/2023,Angers,61,-1,0,29,1,61-75,Right Midfield,MF,0.1772,0.1466,0.0306,2,107,35,0.0225,0.3214,-0.2989,-0.3295,Negative,2,1
3837818,Ligue 1 2022/2023,Angers,61,-1,0,29,2,61-75,Left Midfield,MF,0.1772,0.1466,0.0306,2,107,35,0.0225,0.3214,-0.2989,-0.3295,Negative,2,1
3837818,Ligue 1 2022/2023,Angers,61,-1,0,29,3,61-75,Right Center Forward,FW,0.1772,0.1466,0.0306,2,107,35,0.0225,0.3214,-0.2989,-0.3295,Negative,2,0
3837818,Ligue 1 2022/2023,Paris Saint-Germain,78,2,1,12,1,76-90+,Right Defensive Midfield,MF,0.3214,0.0225,0.2989,1,116,28,0.282,0.1222,0.1598,-0.1391,Negative,3,1
3837818,Ligue 1 2022/2023,Paris Saint-Germain,79,2,1,11,2,76-90+,Center Forward,FW,0.3214,0.0225,0.2989,1,104,26,0.282,0.1222,0.1598,-0.1391,Negative,3,0
3837818,Ligue 1 2022/2023,Angers,79,-2,0,11,4,76-90+,Right Defensive Midfield,MF,0.0225,0.3214,-0.2989,1,97,16,0.1222,0.282,-0.1598,0.1391,Positive,3,1
3837818,Ligue 1 2022/2023,Angers,79,-2,0,11,5,76-90+,Center Forward,FW,0.0225,0.3214,-0.2989,1,97,16,0.1222,0.282,-0.1598,0.1391,Positive,3,0
3837818,Ligue 1 2022/2023,Paris Saint-Germain,85,2,1,5,3,76-90+,Center Defensive Midfield,MF,0.438,0.0,0.438,3,106,17,0.1655,0.1222,0.0433,-0.3947,Negative,3,1
3837785,Ligue 1 2022/2023,Auxerre,56,-2,0,34,1,31-60,Right Wing,FW,0.2503,0.1344,0.1159,3,126,35,0.2576,0.2989,-0.0413,-0.1572,Negative,1,0
3837785,Ligue 1 2022/2023,Auxerre,57,-3,0,33,2,31-60,Center Forward,FW,0.3161,0.3306,-0.0145,4,115,35,0.2257,0.1027,0.123,0.1375,Positive,1,0
3837785,Ligue 1 2022/2023,Auxerre,57,-3,0,33,3,31-60,Right Wing Back,FW,0.3161,0.3306,-0.0145,4,115,35,0.2257,0.1027,0.123,0.1375,Positive,1,0
3837785,Ligue 1 2022/2023,Paris Saint-Germain,60,3,1,30,1,31-60,Right Center Midfield,MF,0.3306,0.3161,0.0145,2,101,27,0.1027,0.2257,-0.123,-0.1375,Negative,1,1
3837785,Ligue 1 2022/2023,Auxerre,68,-3,0,22,4,61-75,Left Wing,FW,0.2072,0.2989,-0.0917,2,107,25,0.2257,0.2266,-0.0009,0.0908,Neutral,2,0
3837785,Ligue 1 2022/2023,Paris Saint-Germain,74,3,1,16,2,61-75,Right Center Forward,FW,0.1027,0.2257,-0.123,1,112,23,0.6611,0.0,0.6611,0.7841,Positive,2,0
3837785,Ligue 1 2022/2023,Paris Saint-Germain,74,3,1,16,3,61-75,Center Attacking Midfield,MF,0.1027,0.2257,-0.123,1,112,23,0.6611,0.0,0.6611,0.7841,Positive,2,1
3837785,Ligue 1 2022/2023,Paris Saint-Germain,74,3,1,16,4,61-75,Left Center Back,DF,0.1027,0.2257,-0.123,1,112,23,0.6611,0.0,0.6611,0.7841,Positive,2,2
3837785,Ligue 1 2022/2023,Paris Saint-Germain,81,4,1,9,5,76-90+,Left Center Midfield,MF,0.2266,0.2257,0.0009,2,116,18,0.5869,0.0,0.5869,0.586,Positive,3,1
3837785,Ligue 1 2022/2023,Auxerre,83,-4,0,7,5,76-90+,Right Center Midfield,MF,0.2257,0.2266,-0.0009,3,67,18,0.0,0.5869,-0.5869,-0.586,Negative,3,1
3837747,Ligue 1 2022/2023,Paris Saint-Germain,24,0,1,66,1,0-30,Left Center Back,DF,0.1385,0.0893,0.0492,1,43,20,0.2209,0.2421,-0.0212,-0.0704,Neutral,0,2
3837747,Ligue 1 2022/2023,Marseille,43,0,0,47,1,31-60,Center Back,DF,0.1686,0.0772,0.0914,4,48,26,0.5633,0.3298,0.2335,0.1421,Positive,1,2
3837747,Ligue 1 2022/2023,Marseille,69,-1,0,21,2,61-75,Left Wing Back,FW,0.0668,0.371,-0.3042,2,87,28,0.0,0.2128,-0.2128,0.0914,Neutral,2,0
3837747,Ligue 1 2022/2023,Marseille,70,-1,0,20,3,61-75,Left Attacking Midfield,MF,0.0668,0.371,-0.3042,2,89,31,0.0,0.285,-0.285,0.0192,Neutral,2,1
3837747,Ligue 1 2022/2023,Marseille,78,-1,0,12,4,76-90+,Left Center Forward,FW,0.0423,0.3039,-0.2616,1,87,25,0.1568,0.2774,-0.1206,0.141,Positive,3,0
3837747,Ligue 1 2022/2023,Paris Saint-Germain,79,1,1,11,2,76-90+,Right Center Forward,FW,0.3039,0.0423,0.2616,4,96,16,0.2774,0.1841,0.0933,-0.1683,Negative,3,0
3837747,Ligue 1 2022/2023,Marseille,79,-1,0,11,5,76-90+,Left Center Midfield,MF,0.0423,0.3039,-0.2616,1,69,24,0.1841,0.2774,-0.0933,0.1683,Positive,3,1
3837680,Ligue 1 2022/2023,AS Monaco,24,1,0,66,1,0-30,Right Center Forward,FW,0.0769,0.0,0.0769,1,60,19,0.1075,0.138,-0.0305,-0.1074,Negative,0,0
3837680,Ligue 1 2022/2023,Paris Saint-Germain,63,-1,1,27,1,61-75,Right Defensive Midfield,MF,0.3827,0.0,0.3827,5,156,22,0.8552,0.0,0.8552,0.4725,Positive,2,1
3837680,Ligue 1 2022/2023,AS Monaco,63,1,0,27,2,61-75,Center Attacking Midfield,MF,0.0,0.3827,-0.3827,0,56,32,0.0,0.8552,-0.8552,-0.4725,Negative,2,1
3837680,Ligue 1 2022/2023,AS Monaco,63,1,0,27,3,61-75,Right Center Forward,FW,0.0,0.3827,-0.3827,0,56,32,0.0,0.8552,-0.8552,-0.4725,Negative,2,0
3837680,Ligue 1 2022/2023,AS Monaco,73,0,0,17,4,61-75,Left Defensive Midfield,MF,0.0,1.1342,-1.1342,0,35,24,0.0,0.4079,-0.4079,0.7263,Positive,2,1
3837659,Ligue 1 2022/2023,Montpellier,69,-2,0,21,1,61-75,Right Midfield,MF,0.6354,0.1252,0.5102,3,91,20,0.0238,0.3684,-0.3446,-0.8548,Negative,2,1
3837659,Ligue 1 2022/2023,Paris Saint-Germain,69,2,1,21,1,61-75,Left Defensive Midfield,MF,0.1252,0.6354,-0.5102,1,109,28,0.3684,0.0238,0.3446,0.8548,Positive,2,1
3837659,Ligue 1 2022/2023,Montpellier,77,-2,0,13,2,76-90+,Center Forward,FW,0.0563,0.3705,-0.3142,2,58,15,0.1491,0.4475,-0.2984,0.0158,Neutral,3,0
3837659,Ligue 1 2022/2023,Montpellier,77,-2,0,13,3,76-90+,Left Midfield,MF,0.0563,0.3705,-0.3142,2,58,15,0.1491,0.4475,-0.2984,0.0158,Neutral,3,1
3837659,Ligue 1 2022/2023,Paris Saint-Germain,85,2,1,5,2,76-90+,Right Defensive Midfield,MF,0.3684,0.0238,0.3446,5,87,25,0.3244,0.1455,0.1789,-0.1657,Negative,3,1
3837659,Ligue 1 2022/2023,Paris Saint-Germain,85,2,1,5,3,76-90+,Right Wing Back,FW,0.3684,0.0238,0.3446,5,87,25,0.3244,0.1455,0.1789,-0.1657,Negative,3,0
3837659,Ligue 1 2022/2023,Paris Saint-Germain,85,2,1,5,4,76-90+,Right Center Forward,FW,0.3684,0.0238,0.3446,5,87,25,0.3244,0.1455,0.1789,-0.1657,Negative,3,0
3837659,Ligue 1 2022/2023,Montpellier,85,-2,0,5,4,76-90+,Center Defensive Midfield,MF,0.0238,0.3684,-0.3446,2,105,16,0.1455,0.3244,-0.1789,0.1657,Positive,3,1
3837659,Ligue 1 2022/2023,Montpellier,85,-2,0,5,5,76-90+,Left Center Midfield,MF,0.0238,0.3684,-0.3446,2,105,16,0.1455,0.3244,-0.1789,0.1657,Positive,3,1
3837650,Ligue 1 2022/2023,Paris Saint-Germain,66,3,0,24,1,61-75,Right Defensive Midfield,MF,0.1553,0.1375,0.0178,1,127,30,0.6923,0.0,0.6923,0.6745,Positive,2,1
3837650,Ligue 1 2022/2023,Paris Saint-Germain,66,3,0,24,2,61-75,Right Center Back,DF,0.1553,0.1375,0.0178,1,127,30,0.6923,0.0,0.6923,0.6745,Positive,2,2
3837650,Ligue 1 2022/2023,Clermont Foot,72,-3,1,18,1,61-75,Center Attacking Midfield,MF,0.1007,0.0704,0.0303,2,91,11,0.0,0.9452,-0.9452,-0.9755,Negative,2,1
3837650,Ligue 1 2022/2023,Clermont Foot,72,-3,1,18,2,61-75,Right Wing,FW,0.1007,0.0704,0.0303,2,91,11,0.0,0.9452,-0.9452,-0.9755,Negative,2,0
3837650,Ligue 1 2022/2023,Paris Saint-Germain,76,3,0,14,3,76-90+,Right Wing,FW,0.0704,0.0733,-0.0029,1,149,25,1.0156,0.0,1.0156,1.0185,Positive,3,0
3837650,Ligue 1 2022/2023,Paris Saint-Germain,76,3,0,14,4,76-90+,Left Wing Back,FW,0.0704,0.0733,-0.0029,1,149,25,1.0156,0.0,1.0156,1.0185,Positive,3,0
3837650,Ligue 1 2022/2023,Clermont Foot,81,-4,1,9,3,76-90+,Left Wing,FW,0.0,0.6923,-0.6923,0,76,12,0.0,0.3937,-0.3937,0.2986,Positive,3,0
3837650,Ligue 1 2022/2023,Paris Saint-Germain,81,4,0,9,5,76-90+,Left Defensive Midfield,MF,0.6923,0.0,0.6923,3,134,21,0.3937,0.0,0.3937,-0.2986,Negative,3,1
3837650,Ligue 1 2022/2023,Clermont Foot,84,-4,1,6,4,76-90+,Right Defensive Midfield,MF,0.0,0.6534,-0.6534,0,86,15,0.0,0.3622,-0.3622,0.2912,Positive,3,1
3838004,Ligue 1 2022/2023,Strasbourg,65,-1,1,25,1,61-75,Right Wing Back,FW,0.0932,0.2426,-0.1494,3,53,44,0.883,0.3815,0.5015,0.6509,Positive,2,0
3838004,Ligue 1 2022/2023,Strasbourg,75,-1,1,15,2,61-75,Center Defensive Midfield,MF,0.2603,0.3815,-0.1212,5,46,49,0.7545,0.0,0.7545,0.8757,Positive,2,1
3838004,Ligue 1 2022/2023,Paris Saint-Germain,83,0,0,7,1,76-90+,Right Center Midfield,MF,0.3815,0.883,-0.5015,1,90,20,0.0,0.0775,-0.0775,0.424,Positive,3,1
3837998,Ligue 1 2022/2023,Paris Saint-Germain,54,1,0,36,1,31-60,Center Forward,FW,0.2073,0.3147,-0.1074,2,85,19,0.3919,0.0,0.3919,0.4993,Positive,1,0
3837998,Ligue 1 2022/2023,Paris Saint-Germain,78,1,0,12,2,76-90+,Left Center Midfield,MF,0.1155,0.2103,-0.0948,2,99,31,0.161,0.0848,0.0762,0.171,Positive,3,1
3837998,Ligue 1 2022/2023,Auxerre,85,-1,1,5,1,76-90+,Left Wing,FW,0.2103,0.0817,0.1286,2,84,25,0.0848,0.485,-0.4002,-0.5288,Negative,3,0
3837998,Ligue 1 2022/2023,Auxerre,85,-1,1,5,2,76-90+,Center Forward,FW,0.2103,0.0817,0.1286,2,84,25,0.0848,0.485,-0.4002,-0.5288,Negative,3,0
3837998,Ligue 1 2022/2023,Auxerre,85,-1,1,5,3,76-90+,Right Wing,FW,0.2103,0.0817,0.1286,2,84,25,0.0848,0.485,-0.4002,-0.5288,Negative,3,0
3837963,Ligue 1 2022/2023,Paris Saint-Germain,45,-1,1,45,1,31-60,Right Center Midfield,MF,0.0393,0.5308,-0.4915,1,100,28,0.2389,0.0,0.2389,0.7304,Positive,1,1
3837963,Ligue 1 2022/2023,Paris Saint-Germain,55,-1,1,35,2,31-60,Left Back,DF,0.1044,0.1272,-0.0228,2,123,31,0.4469,0.0373,0.4096,0.4324,Positive,1,2
3837963,Ligue 1 2022/2023,Lorient,58,1,0,32,1,31-60,Right Defensive Midfield,MF,0.0,0.1576,-0.1576,0,87,43,0.0373,0.3543,-0.317,-0.1594,Negative,1,1
3837963,Ligue 1 2022/2023,Lorient,64,1,0,26,2,61-75,Right Wing Back,FW,0.0,0.2846,-0.2846,0,54,36,0.3901,0.2274,0.1627,0.4473,Positive,2,0
3837963,Ligue 1 2022/2023,Lorient,64,1,0,26,3,61-75,Center Forward,FW,0.0,0.2846,-0.2846,0,54,36,0.3901,0.2274,0.1627,0.4473,Positive,2,0
3837963,Ligue 1 2022/2023,Paris Saint-Germain,64,-1,1,26,3,61-75,Right Center Midfield,MF,0.2846,0.0,0.2846,5,104,26,0.2274,0.3901,-0.1627,-0.4473,Negative,2,1
3837963,Ligue 1 2022/2023,Paris Saint-Germain,77,-1,1,13,4,76-90+,Left Center Back,DF,0.2274,0.3901,-0.1627,2,79,17,0.0,1.6584,-1.6584,-1.4957,Negative,3,2
3837954,Ligue 1 2022/2023,Paris Saint-Germain,61,2,0,29,1,61-75,Right Center Midfield,MF,0.0986,0.2282,-0.1296,1,142,23,0.0215,0.1987,-0.1772,-0.0476,Neutral,2,1
3837954,Ligue 1 2022/2023,Angers,67,-2,1,23,1,61-75,Left Center Back,DF,0.2248,0.0986,0.1262,3,80,47,0.0791,0.118,-0.0389,-0.1651,Negative,2,2
3837954,Ligue 1 2022/2023,Angers,68,-2,1,22,2,61-75,Right Center Forward,FW,0.2248,0.0986,0.1262,3,67,48,0.0791,0.118,-0.0389,-0.1651,Negative,2,0
3837947,Ligue 1 2022/2023,Lens,45,-3,0,45,1,31-60,Left Center Midfield,MF,0.2131,0.4954,-0.2823,2,86,29,1.0145,0.0,1.0145,1.2968,Positive,1,1
3837947,Ligue 1 2022/2023,Lens,45,-3,0,45,2,31-60,Right Center Midfield,MF,0.2131,0.4954,-0.2823,2,86,29,1.0145,0.0,1.0145,1.2968,Positive,1,1
